Elem_0,Elem_1,Elem_2,Elem_3,Elem_4,Elem_5,Elem_6,Elem_7,Elem_8,Elem_9
0.0034000000000000002,0.0033999811140026635,0.00339998076986937,0.003399999994157102,0.0033999999841300386,0.0033999999999400747,0.003399999999991915,0.0033999999999998125,0.0033999999999999985,0.0034
0.0033983256117138083,0.0033995954292930473,0.003399647656879695,0.0033999894957593246,0.003399998606863071,0.0033999999957912185,0.0033999999970822526,0.00339999999999649,0.003399999999996608,0.0033999999999999053
0.003393343520855019,0.0033989893315884536,0.0033986956769067687,0.0033996765259579616,0.0033999892409050827,0.0033999984381588634,0.0033999999097594383,0.0033999999980052296,0.0033999999996425947,0.003399999999999514
0.00338517503167302,0.003398691668113102,0.0033980054326870736,0.0033978137336780514,0.0033999999879046547,0.003399962963509879,0.0033999998936064704,0.0033999997827406387,0.003399999996031324,0.0033999999987633215
0.0033740161000127087,0.003398699821074404,0.003398080200479575,0.003393854402988772,0.0033996592554401527,0.0033998131967647874,0.003399991956514364,0.0033999967880291916,0.003399999984408303,0.0033999999368820805
0.003360128591684112,0.00339898375488093,0.003398616239651841,0.003389066263357888,0.0033974115976878197,0.0033998097333950345,0.0033998231624708577,0.0033999930920346464,0.0033999973708191892,0.0033999994804294158
0.0033438291271276825,0.003399390062887099,0.0033993723531286,0.0033840634968702317,0.0033925594229960478,0.003399993425603128,0.003399251608626274,0.0033999921864734267,0.003399972052358555,0.0033999999994325223
0.003325476409999542,0.0033997689047200242,0.0033999380745589622,0.003379345270151356,0.003385405303775563,0.003399065144752295,0.0033989538889072344,0.0033996412917165313,0.0033999426920943293,0.003399957115656513
0.00330545797199706,0.00339998697408246,0.003399829949493713,0.003375649675259781,0.003376057536711933,0.003396038770946696,0.003399479803875632,0.003398485663629373,0.0033999997693225253,0.0033995524423468836
0.0032841771967840427,0.0033999071914206213,0.0033986077755841213,0.0033731548613807104,0.0033653867176302466,0.0033901810332005,0.003399977827957968,0.0033974147288948356,0.003399711664226781,0.0033990262307958367
0.003262041337096188,0.003399410315350981,0.0033958452149181677,0.0033719166125368745,0.0033541811926888626,0.003381149560306022,0.003399654977880725,0.003397340364258929,0.0033988103380584336,0.0033998349898691363
0.0032394510437698727,0.003398401109069186,0.003391154535273341,0.003371998663734863,0.0033427886532609893,0.0033696875741674975,0.0033977505076716917,0.0033983478179738114,0.0033976493952714926,0.003398531130344407
0.003216791716609142,0.0033967768231272528,0.00338425356741664,0.003373158737079824,0.003331994522279575,0.0033569007483010235,0.003393156841657931,0.0033997335941175163,0.00339537371358962,0.003390576998516045
0.0031944267921776115,0.0033944576180454443,0.0033749871175284794,0.0033751268180039658,0.003323381014756571,0.0033431995510562074,0.0033836486461549,0.0033998312204982905,0.0033913580333018176,0.003379528186778955
